year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2015.1936,,,46.94,
2015.2207,,,46.64,
2015.2479,,,47.91,
2015.275,,,49.07,
2015.3023,,,48.44,
2015.3293,,,47.89,
2015.3565,,,46.72,
2015.3837,,,45.18,
2015.4108,,,47.44,
2015.438,,,48.55,
2015.465,,,49.17,
2015.4923,,,50.07,
2015.5194,,,48.85,
2015.5465,,,49.09,
2015.5736,,,49.03,
2015.6009,,,50.7,
2015.628,,,49.28,
2015.6551,,,53.04,
2015.6823,,,53.26,
2015.7094,,,51.42,
2015.7366,,,53.1,
2015.7637,,,53.67,
2015.7909,,,54.35,
2015.8181,,,56.48,
2015.8452,,,52.94,
2015.8723,,,49.51,
2015.8995,,,52.53,
2015.9267,,,53.25,
2015.9538,,,52.19,
2015.981,,,51.47,
2016.008,,,47.73,
2016.0353,,,51.42,
2016.0624,,,55.28,
2016.0896,,,52,
2016.1167,,,54.78,
2016.1228,,,,51.68
2016.1438,,,53.82,51.86
2016.171,,,54.24,52.81
2016.1959,,,,51.04
2016.1981,,,52.39,
2016.2252,,,55.28,
2016.2253,,,,55.03
2016.2513,,,53.64,
2016.2524,,,,53.59
2016.2795,,,52.92,
2016.2796,,,,53.36
2016.3066,,,,52.47
2016.3067,,,51.88,
2016.3338,,,51.93,
2016.3339,,,,51.92
2016.361,,,51.85,51.99
2016.3881,,,50.5,52.04
2016.4153,,,53.33,54.91
2016.4424,,,53.22,
2016.4425,,,,54.76
2016.4696,,,55.3,56.21
2016.4967,,,52.97,53.94
2016.5238,,,52.11,
2016.5239,,,,53.19
2016.5511,,,52.21,53.26
2016.5782,,,49.82,51.28
2016.6053,,,49.38,49.89
2016.6325,,,48.34,48.93
2016.6596,,,51.91,
2016.6597,,,,52.52
2016.6868,,,52.84,52.24
2016.7139,,,51.44,52.4
2016.7411,,,49.26,50.09
2016.7682,,,,48.3
2016.7953,,,,50.27
2016.8226,,,,50.85
2016.8497,,,,52.32
2016.8769,,,,52.66
2016.904,,,,56.41
2016.9298,,,,54.23
2016.9582,,,,52.21
2016.9854,,,,51.09
2017.0126,,,,51.53
2017.0397,,,,52.66
2017.0668,,,,51.12
2017.094,,,,49.58
2017.1211,,,,49.65
2017.1483,,,,50.63
2017.1754,,,,52.06
2017.2026,,,,52.18
2017.2297,,,,53.25
2017.2569,,,,55.11
2017.284,,,,53.69
2017.3111,,,,53.21
2017.3383,,,,52.37
2017.3655,,,,52.33
2017.3926,,,,49.17
2017.4198,,,,52.83
2017.4469,,,,52.25
2017.474,,,,52.07
2017.5012,,,,53.15
2017.5284,,,,54.15
2017.5555,,,,53.79
2017.5827,,,,57.46
2017.6098,,,,55.94
2017.6369,,,,54.87
2017.6641,,,,54.36
2017.6913,,,,55.99
2017.7185,,,,55.48
2017.7455,,,,53.22
2017.7727,,,,51.98
2017.7999,,,,53.42
2017.8271,,,,55.06
2017.8542,,,,56.8
2017.8813,,,,56.5
2017.9085,,,,57.69
2017.9355,,,,57
2017.9628,,,,57.25
2017.9899,,,,55.22
2018.017,,,,55.24
2018.0442,,,,54.84
2018.0713,,,,56.27
2018.0985,,,,57.31
2018.1256,,,,55.24
2018.1527,,,,54.29
2018.18,,,,56.2
2018.207,,,,56.91
2018.2342,,,,55.98
2018.2614,,,,54.44
2018.2886,,,,54.23
2018.3156,,,,55.05
2018.3428,,,,56.41
2018.3699,,,,56.58
2018.3971,,,,55.3
2018.4242,,,,56.04
2018.4513,,,,55.53
2018.4786,,,,55.62
2018.5057,,,,56.25
2018.5328,,,,58.92
2018.56,,,,59
2018.5871,,,,57.85
2018.6144,,,,56.58
2018.6415,,,,57.1
2018.6686,,,,57.79
2018.6958,,,,59.84
2018.7229,,,,59.07
2018.7501,,,,60.86
2018.7772,,,,58.08
2018.8044,,,,58.98
2018.8315,,,,61.29
2018.8586,,,,59.59
2018.8858,,,,59.04
2018.9129,,,,57.68
2018.9401,,,,57.32
2018.9673,,,,57.37
2018.9944,,,,58.94
2019.0215,,,,58.45
2019.0486,,,,61.92
2019.0758,,,,58.23
2019.103,,,,59.93
2019.1301,,,,60.73
2019.1463,,,,60.6
2019.1877,,,,60.07
2019.2115,,,,62.84
2019.2387,,,,61.01
2019.2579,,,,58.22
